6	8	2	F565	10	2	400
6	8	2	F632	13	2	400
6	8	2	F693	17	2	400
6	8	2	F452	20	2	400
7	4	0	Q550	8	2	40
7	4	0	Q999	11	2	40
7	4	0	Q887	16	2	40
7	4	0	Q356	18	2	40
7	4	1	G45	8	1	50
7	4	1	G888	12	1	50
7	4	1	G271	14	1	50
7	4	1	G226	17	1	50
7	4	1	G751	19	1	50
7	4	1	G47	21	1	50
7	3	0	Q956	7	5	100
7	3	0	Q432	10	5	100
7	3	0	Q106	15	5	100
7	3	0	Q134	17	5	100
7	3	1	G951	7	2	100
7	3	1	G857	11	3	150
7	3	1	G143	13	2	100
7	3	1	G583	16	2	100
7	3	1	G206	18	2	100
7	3	1	G530	20	2	100
7	3	2	F973	7	1	200
7	3	2	F560	9	1	200
7	3	2	F953	12	1	200
7	3	2	F918	16	1	200
7	3	2	F331	19	1	200
7	8	0	Q928	7	4	80
7	8	0	Q963	10	4	80
7	8	0	Q146	15	4	80
7	8	0	Q139	17	4	80
7	8	1	G878	7	2	100
7	8	1	G785	11	3	150
7	8	1	G613	13	2	100
7	8	1	G742	16	3	150
7	8	1	G649	18	2	100
7	8	1	G799	20	2	100
7	8	2	F544	7	1	200
7	8	2	F217	9	1	200
7	8	2	F990	12	1	200
7	8	2	F583	16	1	200
7	8	2	F448	19	1	200
8	4	0	Q856	8	5	100
8	4	0	Q360	11	5	100
8	4	0	Q611	16	5	100
8	4	0	Q890	18	5	100
8	4	1	G162	8	2	100
8	4	1	G562	12	3	150
8	4	1	G69	14	2	100
8	4	1	G894	17	2	100
8	4	1	G981	19	2	100
8	4	1	G297	21	2	100
8	4	2	F605	8	1	200
8	4	2	F743	10	1	200
8	4	2	F820	13	1	200
8	4	2	F224	17	1	200
8	4	2	F387	20	1	200
8	3	0	Q250	7	7	140
8	3	0	Q574	10	7	140
8	3	0	Q571	15	7	140
8	3	0	Q221	17	7	140
8	3	1	G293	7	3	150
8	3	1	G105	11	5	250
8	3	1	G649	13	3	150
8	3	1	G499	16	5	250
8	3	1	G834	18	5	250
8	3	1	G662	20	3	150
8	3	2	F220	7	2	400
8	3	2	F849	9	2	400
8	3	2	F435	12	2	400
8	3	2	F279	16	2	400
8	3	2	F642	19	2	400
4	9	0	Q605	8	3	60
4	9	0	Q736	11	3	60
4	9	0	Q286	16	3	60
4	9	0	Q721	18	3	60
4	9	1	G713	8	2	100
4	9	1	G735	12	1	50
4	9	1	G784	14	2	100
4	9	1	G254	17	1	50
4	9	1	G963	19	1	50
4	9	1	G668	21	2	100
4	3	0	Q522	7	4	80
4	3	0	Q878	10	4	80
4	3	0	Q208	15	4	80
4	3	0	Q754	17	4	80
4	3	1	G477	7	2	100
4	3	1	G81	11	3	150
4	3	1	G919	13	2	100
4	3	1	G304	16	3	150
4	3	1	G704	18	2	100
4	3	1	G336	20	2	100
4	3	2	F843	7	1	200
4	3	2	F969	9	1	200
4	3	2	F912	12	1	200
4	3	2	F783	16	1	200
4	3	2	F88	19	1	200
9	3	0	Q664	8	3	60
9	3	0	Q53	11	3	60
9	3	0	Q952	16	3	60
9	3	0	Q103	18	3	60
9	3	1	G633	8	2	100
9	3	1	G661	12	1	50
9	3	1	G182	14	2	100
9	3	1	G25	17	1	50
9	3	1	G923	19	1	50
9	3	1	G706	21	2	100
1	0	0	Q266	7	1	20
1	0	0	Q784	11	1	20
1	0	0	Q583	14	1	20
1	0	0	Q395	17	1	20
1	0	0	Q9	20	1	20
1	0	1	G501	8	1	50
1	0	1	G102	12	1	50
1	0	1	G369	15	1	50
1	0	1	G745	18	1	50
1	0	1	G305	21	1	50
2	0	0	Q283	5	7	140
2	0	0	Q958	10	7	140
2	0	0	Q804	14	7	140
2	0	0	Q493	16	7	140
2	0	1	G537	4	4	200
2	0	1	G540	9	2	100
2	0	1	G488	12	2	100
2	0	1	G437	15	4	200
2	0	1	G746	19	4	200
2	0	1	G605	21	2	100
2	0	2	F227	10	2	400
2	0	2	F399	13	2	400
2	0	2	F407	16	2	400
2	0	2	F282	18	2	400
4	0	0	Q539	5	8	160
4	0	0	Q781	8	8	160
4	0	0	Q416	12	8	160
4	0	0	Q924	15	8	160
4	0	1	G285	6	3	150
4	0	1	G26	9	6	300
4	0	1	G348	11	6	300
4	0	1	G66	15	3	150
4	0	1	G734	17	3	150
4	0	1	G643	20	3	150
4	0	2	F211	7	2	400
4	0	2	F602	10	2	400
4	0	2	F138	12	2	400
4	0	2	F949	16	2	400
4	0	2	F363	18	2	400
9	0	0	Q190	5	8	160
9	0	0	Q531	8	8	160
9	0	0	Q995	12	8	160
9	0	0	Q990	15	8	160
9	0	1	G987	6	3	150
9	0	1	G684	9	6	300
9	0	1	G160	11	6	300
9	0	1	G376	15	3	150
9	0	1	G451	17	3	150
9	0	1	G368	20	3	150
9	0	2	F101	7	2	400
9	0	2	F118	10	2	400
9	0	2	F808	12	2	400
9	0	2	F491	16	2	400
9	0	2	F885	18	2	400
2	1	0	Q721	5	7	140
2	1	0	Q958	10	7	140
2	1	0	Q241	14	7	140
2	1	0	Q278	16	7	140
2	1	1	G140	4	4	200
2	1	1	G424	9	2	100
2	1	1	G958	12	2	100
2	1	1	G747	15	4	200
2	1	1	G258	19	4	200
2	1	1	G934	21	2	100
2	1	2	F261	10	2	400
2	1	2	F736	13	2	400
2	1	2	F620	16	2	400
2	1	2	F621	18	2	400
2	1	2	F606	20	2	400
9	1	0	Q6	6	6	120
9	1	0	Q114	8	6	120
9	1	0	Q304	12	6	120
9	1	0	Q242	14	6	120
9	1	1	G840	9	4	200
9	1	1	G151	14	2	100
9	1	1	G733	16	4	200
9	1	1	G560	18	2	100
9	1	1	G437	19	2	100
9	1	1	G114	21	4	200
9	1	2	F203	10	2	400
9	1	2	F373	13	2	400
9	1	2	F142	17	2	400
9	1	2	F690	20	2	400
9	1	2	F171	4	2	400
9	2	0	Q895	6	6	120
9	2	0	Q994	8	6	120
9	2	0	Q793	12	6	120
9	2	0	Q596	14	6	120
9	2	1	G843	9	4	200
9	2	1	G145	14	2	100
9	2	1	G381	16	4	200
9	2	1	G732	18	2	100
9	2	1	G144	19	2	100
9	2	1	G118	21	4	200
9	2	2	F947	10	2	400
9	2	2	F443	13	2	400
9	2	2	F636	17	2	400
9	2	2	F680	20	2	400
9	2	2	F460	4	2	400
4	2	0	Q714	6	4	80
4	2	0	Q605	9	4	80
4	2	0	Q50	14	4	80
4	2	0	Q597	16	4	80
4	2	1	G204	6	2	100
4	2	1	G106	10	3	150
4	2	1	G706	12	2	100
4	2	1	G202	15	2	100
4	2	1	G955	17	3	150
4	2	1	G739	19	2	100
4	2	2	F407	6	1	200
4	2	2	F667	8	1	200
4	2	2	F967	11	1	200
4	2	2	F974	15	1	200
4	2	2	F575	18	1	200
7	2	0	Q705	6	4	80
7	2	0	Q515	9	4	80
7	2	0	Q436	14	4	80
7	2	0	Q151	16	4	80
7	2	1	G282	6	2	100
7	2	1	G448	10	3	150
7	2	1	G19	12	2	100
7	2	1	G252	15	2	100
7	2	1	G947	17	3	150
7	2	1	G990	19	2	100
7	2	2	F69	6	1	200
7	2	2	F586	8	1	200
7	2	2	F30	11	1	200
7	2	2	F240	15	1	200
7	2	2	F177	18	1	200
5	2	0	Q779	7	3	60
5	2	0	Q549	10	3	60
5	2	0	Q159	15	3	60
5	2	0	Q184	17	3	60
5	2	1	G754	7	1	50
5	2	1	G149	11	2	100
5	2	1	G770	13	1	50
5	2	1	G747	16	2	100
5	2	1	G985	18	1	50
5	2	1	G158	20	1	50
5	2	2	F797	7	1	200
5	2	2	F356	9	1	200
5	2	2	F159	12	1	200
5	2	2	F354	16	1	200
5	2	2	F279	19	1	200
7	5	0	Q218	7	5	100
7	5	0	Q70	10	5	100
7	5	0	Q412	15	5	100
7	5	0	Q968	17	5	100
7	5	1	G456	7	2	100
7	5	1	G588	11	3	150
7	5	1	G379	13	2	100
7	5	1	G363	16	2	100
7	5	1	G40	18	2	100
7	5	1	G744	20	2	100
7	5	2	F831	7	1	200
7	5	2	F40	9	1	200
7	5	2	F940	12	1	200
7	5	2	F720	16	1	200
7	5	2	F996	19	1	200
6	5	0	Q981	6	5	100
6	5	0	Q965	9	5	100
6	5	0	Q841	14	5	100
6	5	0	Q725	16	5	100
6	5	1	G934	6	2	100
6	5	1	G912	10	3	150
6	5	1	G214	12	2	100
6	5	1	G50	15	2	100
6	5	1	G427	17	2	100
6	5	1	G86	19	2	100
6	5	2	F804	6	1	200
6	5	2	F596	8	1	200
6	5	2	F25	11	1	200
6	5	2	F690	15	1	200
6	5	2	F742	18	1	200
8	5	0	Q832	7	8	160
8	5	0	Q220	10	8	160
8	5	0	Q825	15	8	160
8	5	0	Q500	17	8	160
8	5	1	G707	7	3	150
8	5	1	G819	11	6	300
8	5	1	G213	13	3	150
8	5	1	G425	16	6	300
8	5	1	G381	18	3	150
8	5	1	G572	20	3	150
8	5	2	F778	7	2	400
8	5	2	F733	9	2	400
8	5	2	F889	12	2	400
8	5	2	F649	16	2	400
8	5	2	F717	19	2	400
7	6	0	Q208	6	7	140
7	6	0	Q740	9	7	140
7	6	0	Q939	14	7	140
7	6	0	Q521	16	7	140
7	6	1	G105	6	3	150
7	6	1	G316	10	5	250
7	6	1	G943	12	3	150
7	6	1	G267	15	5	250
7	6	1	G342	17	5	250
7	6	1	G683	19	3	150
7	6	2	F142	6	2	400
7	6	2	F641	8	2	400
7	6	2	F260	11	2	400
7	6	2	F44	15	2	400
7	6	2	F105	18	2	400
8	6	0	Q311	7	7	140
8	6	0	Q714	10	7	140
8	6	0	Q237	15	7	140
8	6	0	Q948	17	7	140
8	6	1	G42	7	3	150
8	6	1	G313	11	5	250
8	6	1	G117	13	3	150
8	6	1	G819	16	5	250
8	6	1	G945	18	5	250
8	6	1	G670	20	3	150
8	6	2	F64	7	2	400
8	6	2	F315	9	2	400
8	6	2	F401	12	2	400
8	6	2	F603	16	2	400
8	6	2	F929	19	2	400
4	7	0	Q210	7	2	40
4	7	0	Q735	10	2	40
4	7	0	Q322	15	2	40
4	7	0	Q567	17	2	40
4	7	1	G625	7	1	50
4	7	1	G891	11	1	50
4	7	1	G620	13	1	50
4	7	1	G443	16	1	50
4	7	1	G480	18	1	50
4	7	1	G483	20	1	50
3	7	0	Q893	6	5	100
3	7	0	Q964	9	5	100
3	7	0	Q162	14	5	100
3	7	0	Q595	16	5	100
3	7	1	G808	6	2	100
3	7	1	G634	10	3	150
3	7	1	G719	12	2	100
3	7	1	G620	15	2	100
3	7	1	G891	17	2	100
3	7	1	G112	19	2	100
3	7	2	F574	6	1	200
3	7	2	F146	8	1	200
3	7	2	F771	11	1	200
3	7	2	F144	15	1	200
3	7	2	F677	18	1	200
8	7	0	Q705	6	4	80
8	7	0	Q549	9	4	80
8	7	0	Q882	14	4	80
8	7	0	Q852	16	4	80
8	7	1	G990	6	2	100
8	7	1	G188	10	3	150
8	7	1	G399	12	2	100
8	7	1	G189	15	3	150
8	7	1	G634	17	2	100
8	7	1	G249	19	2	100
8	7	2	F75	6	1	200
8	7	2	F239	8	1	200
8	7	2	F617	11	1	200
8	7	2	F563	15	1	200
8	7	2	F643	18	1	200
4	8	0	Q947	7	5	100
4	8	0	Q132	10	5	100
4	8	0	Q719	15	5	100
4	8	0	Q155	17	5	100
4	8	1	G939	7	2	100
4	8	1	G723	11	3	150
4	8	1	G193	13	2	100
4	8	1	G59	16	2	100
4	8	1	G535	18	2	100
4	8	1	G807	20	2	100
4	8	2	F68	7	1	200
4	8	2	F307	9	1	200
4	8	2	F539	12	1	200
4	8	2	F103	16	1	200
4	8	2	F790	19	1	200
3	8	0	Q156	6	7	140
3	8	0	Q510	9	7	140
3	8	0	Q129	14	7	140
3	8	0	Q144	16	7	140
3	8	1	G449	6	3	150
3	8	1	G371	10	5	250
3	8	1	G260	12	3	150
3	8	1	G420	15	5	250
3	8	1	G166	17	5	250
3	8	1	G661	19	3	150
3	8	2	F435	6	2	400
3	8	2	F672	8	2	400
3	8	2	F415	11	2	400
3	8	2	F895	15	2	400
3	8	2	F724	18	2	400
9	4	0	Q850	7	3	60
9	4	0	Q157	10	3	60
9	4	0	Q666	15	3	60
9	4	0	Q490	17	3	60
9	4	1	G964	7	2	100
9	4	1	G461	11	1	50
9	4	1	G90	13	2	100
9	4	1	G784	16	1	50
9	4	1	G914	18	1	50
9	4	1	G249	20	2	100
3	4	0	Q835	6	4	80
3	4	0	Q282	9	4	80
3	4	0	Q526	14	4	80
3	4	0	Q796	16	4	80
3	4	1	G1	6	2	100
3	4	1	G128	10	3	150
3	4	1	G623	12	2	100
3	4	1	G812	15	3	150
3	4	1	G995	17	2	100
3	4	1	G255	19	2	100
3	4	2	F141	6	1	200
3	4	2	F621	8	1	200
3	4	2	F743	11	1	200
3	4	2	F133	15	1	200
3	4	2	F581	18	1	200
3	9	0	Q330	7	3	60
3	9	0	Q115	10	3	60
3	9	0	Q485	15	3	60
3	9	0	Q649	17	3	60
3	9	1	G305	7	2	100
3	9	1	G142	11	1	50
3	9	1	G249	13	2	100
3	9	1	G58	16	1	50
3	9	1	G207	18	1	50
3	9	1	G660	20	2	100
